Suburb,States,Postcode,Longitude,Lattitude
FRENCHES CREEK,Qld,4310,152.63,-28.02
FRENCHVILLE,Qld,4701,150.53,-23.35
FRESHWATER,Qld,4870,145.71,-16.88
FRESHWATER POINT,Qld,4737,149.3,-21.42
FRIDAY POCKET,Qld,4855,146.01,-17.85
FULHAM,Qld,4313,152.45,-27.05
GADGARRA,Qld,4884,145.7,-17.19
GAETA,Qld,4671,151.59,-24.78
GAILES,Qld,4300,152.92,-27.61
GAINSFORD,Qld,4702,149.86,-23.84
GAIRLOCH,Qld,4850,146.18,-18.61
GALILEE,Qld,4726,145.95,-22.44
GAMBOOLA,Qld,4871,143.6,-16.48
GANGALIDDA,Qld,4830,142.7,-20.92
GARBUTT,Qld,4814,146.78,-19.27
GARFIELD,Qld,4728,145.98,-23.18
GARGETT,Qld,4741,148.74,-21.16
GARNANT,Qld,4702,150.27,-23.16
GARNERS BEACH,Qld,4852,146.1,-17.82
GARRADUNGA,Qld,4860,146.01,-17.45
GARRAWALT,Qld,4850,145.81,-18.46
GATTON,Qld,4343,152.28,-27.56
GAVEN,Qld,4211,153.34,-27.95
GAYNDAH,Qld,4625,151.61,-25.62
GAYTHORNE,Qld,4051,152.98,-27.42
GEEBUNG,Qld,4034,153.05,-27.37
GEHAM,Qld,4352,152.01,-27.39
GEMINI MOUNTAINS,Qld,4721,147.83,-22.44
GEORGETOWN,Qld,4871,143.55,-18.29
GEORGINA,Qld,4825,138.88,-22.51
GERMANTOWN,Qld,4871,145.96,-17.65
GHEERULLA,Qld,4574,152.77,-26.56
GHINGHINDA,Qld,4420,149.81,-25.09
GIDYA,Qld,4824,139.74,-19.29
GIGOOMGAN,Qld,4620,152.25,-25.75
GILBERT RIVER,Qld,4871,142.96,-18.33
GILBERTON,Qld,4208,153.27,-27.73
GILBERTON,Qld,4871,153.27,-27.73
GILLA,Qld,4614,152.04,-26.88
GILLDORA,Qld,4570,152.68,-26.3
GILSTON,Qld,4211,153.31,-28.04
GIN GIN,Qld,4671,151.96,-24.99
GINDIE,Qld,4702,148.14,-23.72
GINDORAN,Qld,4676,151.63,-24.61
GINOONDAN,Qld,4625,151.77,-25.59
GIRRAWEEN,Qld,4382,152,-28.85
GIRU,Qld,4809,147.11,-19.51
GIVELDA,Qld,4670,152.15,-24.99
GLADFIELD,Qld,4370,152.19,-28.07
GLADSTONE CENTRAL,Qld,4680,151.26,-23.85
GLADSTONE HARBOUR,Qld,4680,151.26,-23.85
GLAMORGAN VALE,Qld,4306,152.63,-27.51
GLAN DEVON,Qld,4615,152.01,-26.62
GLANMIRE,Qld,4570,152.7,-26.23
GLASS HOUSE MOUNTAINS,Qld,4518,152.96,-26.9
GLASTONBURY,Qld,4570,152.52,-26.21
GLEBE,Qld,4420,150.11,-25.56
GLEN ALLYN,Qld,4885,145.66,-17.38
GLEN APLIN,Qld,4381,151.88,-28.73
GLEN BOUGHTON,Qld,4871,145.82,-16.94
GLEN CAIRN,Qld,4342,152.32,-27.62
GLEN ECHO,Qld,4570,152.41,-25.93
GLEN EDEN,Qld,4680,151.27,-23.9
GLEN ESK,Qld,4312,152.45,-27.25
GLEN ISLA,Qld,4800,148.6,-20.41
GLEN NIVEN,Qld,4377,151.97,-28.58
GLEN RUSSELL,Qld,4880,145.21,-16.96
GLEN RUTH,Qld,4872,145.43,-17.89
GLENARBON,Qld,4385,150.89,-28.68
GLENAUBYN,Qld,4424,149.92,-26.5
GLENAVEN,Qld,4355,151.97,-27.16
GLENBAR,Qld,4620,152.35,-25.76
GLENCOE,Qld,4352,151.88,-27.47
GLENDALE,Qld,4711,150.46,-23.25
GLENDEN,Qld,4743,148.11,-21.35
GLENEAGLE,Qld,4285,152.98,-27.94
GLENELLA,Qld,4740,149.15,-21.12
GLENFERN,Qld,4515,152.61,-26.96
GLENGALLAN,Qld,4370,152.06,-28.11
GLENHAUGHTON,Qld,4420,149.09,-25.18
GLENLEE,Qld,4711,150.51,-23.28
GLENLEIGH,Qld,4630,151.05,-25.03
GLENLYON,Qld,4380,151.46,-28.84
GLENMORAL,Qld,4719,149.84,-24.94
GLENMORGAN,Qld,4423,149.68,-27.25
GLENORCHY,Qld,4650,152.64,-25.62
GLENORE GROVE,Qld,4342,152.41,-27.53
GLENRAE,Qld,4626,151.32,-25.61
GLENROCK,Qld,4605,151.8,-26.09
GLENROY,Qld,4702,149.84,-23.12
GLENVALE,Qld,4350,151.88,-27.56
GLENVIEW,Qld,4553,153.04,-26.78
GLENWOOD,Qld,4570,152.61,-25.96
GODWIN BEACH,Qld,4511,153.11,-27.09
GOGANGO,Qld,4702,150.05,-23.67
GOLDEN BEACH,Qld,4551,153.12,-26.81
GOLDEN FLEECE,Qld,4621,152.14,-25.4
GOLDFIELDS,Qld,4374,151.73,-28.45
GOLDSBOROUGH,Qld,4865,145.74,-17.15
GOOBURRUM,Qld,4670,152.34,-24.82
GOOD NIGHT,Qld,4671,151.88,-25.24
GOODAR,Qld,4390,150.02,-28.36
GOODGER,Qld,4610,151.82,-26.67
GOODNA,Qld,4300,152.9,-27.61
GOODWOOD,Qld,4660,152.41,-25.15
GOOGA CREEK,Qld,4306,152.08,-26.97
GOOLBOO,Qld,4856,146.04,-17.71
GOOLMAN,Qld,4306,152.75,-27.74
GOOMALLY,Qld,4702,149.32,-24.35
GOOMBI,Qld,4413,150.41,-26.68
GOOMBOORIAN,Qld,4570,152.78,-26.08
GOOMBUNGEE,Qld,4354,151.85,-27.3
GOOMBURRA,Qld,4362,152.12,-28.04
GOOMERI,Qld,4601,152.07,-26.18
GOOMERIBONG,Qld,4601,151.97,-26.13
GOONDI,Qld,4860,145.99,-17.51
GOONDI BEND,Qld,4860,146.01,-17.52
GOONDI HILL,Qld,4860,146.02,-17.53
GOONDIWINDI,Qld,4390,150.31,-28.55
GOORGANGA CREEK,Qld,4800,148.47,-20.51
GOORGANGA PLAINS,Qld,4800,148.59,-20.45
GOOROOLBA,Qld,4625,151.81,-25.51
GOOTCHIE,Qld,4650,152.57,-25.87
GOOVIGEN,Qld,4702,150.29,-24.15
GOOWARRA,Qld,4702,149.45,-23.56
GORANBA,Qld,4421,150.6,-27.29
GORDON PARK,Qld,4031,153.03,-27.42
GORDONBROOK,Qld,4610,151.67,-26.43
GORDONSTONE,Qld,4702,148.15,-23.3
GORDONVALE,Qld,4865,145.79,-17.09
GORE,Qld,4352,151.49,-28.3
GOWRIE JUNCTION,Qld,4352,151.89,-27.49
GOWRIE LITTLE PLAIN,Qld,4352,151.84,-27.43
GOWRIE MOUNTAIN,Qld,4350,151.82,-27.51
GOWRIE STATION,Qld,4470,146.42,-26.08
GRACEMERE,Qld,4702,150.46,-23.44
GRACEVILLE,Qld,4075,152.98,-27.52
GRAHAMS CREEK,Qld,4650,152.6,-25.58
GRANADILLA,Qld,4855,146.03,-17.88
GRAND SECRET,Qld,4820,146.25,-20.07
GRANDCHESTER,Qld,4340,152.47,-27.66
GRANGE,Qld,4051,153.01,-27.43
GRANITE VALE,Qld,4815,146.68,-19.55
GRANT,Qld,4725,145.8,-23.57
GRANTHAM,Qld,4347,152.2,-27.58
GRANVILLE,Qld,4650,152.72,-25.54
GRAPETREE,Qld,4352,152.1,-27.31
GRASSDALE,Qld,4405,151.15,-27.43
GRASSTREE BEACH,Qld,4740,149.31,-21.36
GRAYS GATE,Qld,4357,151.3,-27.96
GREAT SANDY STRAIT,Qld,4655,152.93,-25.5
GREEN HILL,Qld,4865,145.82,-17.04
GREEN ISLAND,Qld,,145.97,-16.76
GREEN ISLAND,Qld,4871,145.97,-16.76
GREENBANK,Qld,4124,152.99,-27.72
GREENLAKE,Qld,4703,150.55,-23.06
GREENLANDS,Qld,4380,151.79,-28.66
GREENMOUNT,Qld,4359,151.9,-27.79
GREENMOUNT,Qld,4751,151.9,-27.79
GREENS CREEK,Qld,4570,152.77,-26.17
GREENSLOPES,Qld,4120,153.05,-27.51
GREENSWAMP,Qld,4413,150.44,-26.81
GREENUP,Qld,4387,151.32,-28.7
GREENVALE,Qld,4816,144.99,-19
GREENVIEW,Qld,4606,151.8,-26.31
GREENWOOD,Qld,4401,151.74,-27.32
GREGORS CREEK,Qld,4313,152.44,-26.96
GREGORY,Qld,4830,139.26,-18.65
GREGORY RIVER,Qld,4660,148.53,-20.28
GREGORY RIVER,Qld,4800,148.53,-20.28
GREYCLIFFE,Qld,4715,150.26,-24.25
GREYMARE,Qld,4370,151.74,-28.22
GRIFFIN,Qld,4503,153.03,-27.26
GROGANVILLE,Qld,4871,144.33,-16.38
GROOMSVILLE,Qld,4352,151.95,-27.34
GROSMONT,Qld,4419,149.76,-25.97
GROSVENOR,Qld,4627,151.18,-25.43
GUANABA,Qld,4210,153.26,-27.93
GUIJAR ISLET,Qld,4875,142.7,-20.92
GULF OF CARPENTARIA,Qld,,139.13,-13.18
GULLIVER,Qld,4812,146.78,-19.29
GULNGAI,Qld,4871,145.98,-17.81
GULUGUBA,Qld,4418,150.04,-26.26
GUMDALE,Qld,4154,153.15,-27.49
GUMLOW,Qld,4815,146.7,-19.36
GUMLU,Qld,4805,147.69,-19.88
GUNALDA,Qld,4570,152.56,-25.99
GUNDIAH,Qld,4650,152.55,-25.84
GUNGALOON,Qld,4620,152.45,-25.52
GUNNAWARRA,Qld,4872,145.17,-17.99
GUNNEWIN,Qld,4455,148.56,-25.99
GUNPOWDER,Qld,4825,139.37,-19.72
GUNYARRA,Qld,4800,148.58,-20.51
GURGEENA,Qld,4626,151.39,-25.45
GURULMUNDI,Qld,4415,150.15,-26.39
GUTHALUNGRA,Qld,4805,147.84,-19.92
GWAMBEGWINE,Qld,4420,149.67,-25.35
GYMPIE,Qld,4570,152.67,-26.19
HABANA,Qld,4740,149.08,-21.04
HADEN,Qld,4353,151.88,-27.22
HAIGSLEA,Qld,4306,152.63,-27.57
HAIL CREEK,Qld,4742,148.35,-21.37
HALIDAY BAY,Qld,4740,148.99,-20.9
HALIFAX,Qld,4850,146.28,-18.58
HALLIFORD,Qld,4407,150.97,-27.41
HALY CREEK,Qld,4610,151.76,-26.65
HAMILTON,Qld,4007,153.06,-27.44
HAMILTON CREEK,Qld,4714,150.4,-23.67
HAMILTON PLAINS,Qld,4800,148.58,-20.39
HAMPDEN,Qld,4741,148.95,-21.07
HAMPTON,Qld,4352,152.07,-27.36
HANNAFORD,Qld,4406,150.04,-27.44
HAPPY VALLEY,Qld,4825,139.49,-20.75
HARLAXTON,Qld,4350,151.96,-27.53
HARLIN,Qld,4306,152.36,-26.97
HARRAMI,Qld,4630,150.69,-24.76
HARRIET,Qld,4625,151.59,-25.73
HARRISTOWN,Qld,4350,151.93,-27.58
HARRISVILLE,Qld,4307,152.67,-27.81
HATTON VALE,Qld,4341,152.46,-27.57
HAWKINS CREEK,Qld,4850,146.1,-18.6
HAWKWOOD,Qld,4626,150.89,-25.88
HAWTHORNE,Qld,4171,153.06,-27.46
HAY POINT,Qld,4740,149.29,-21.31
HAZELDEAN,Qld,4515,152.55,-27.03
HAZLEDEAN,Qld,4741,148.95,-21.38
HEADINGTON HILL,Qld,4361,151.99,-27.92
HEALY,Qld,4825,139.5,-20.74
HEATHWOOD,Qld,4110,152.98,-27.64
HEATLEY,Qld,4814,146.76,-19.29
HEBEL,Qld,4486,147.79,-28.97
HELENS HILL,Qld,4850,146.13,-18.77
HELENSVALE,Qld,4212,153.34,-27.92
HELIDON,Qld,4344,152.13,-27.55
HELIDON SPA,Qld,4344,152.09,-27.54
HEMMANT,Qld,4174,153.13,-27.45
HENDON,Qld,4362,151.96,-28.07
HENDRA,Qld,4011,153.06,-27.42
HERBERTON,Qld,4887,145.38,-17.37
HERITAGE PARK,Qld,4118,153.05,-27.68
HERMIT PARK,Qld,4812,146.8,-19.29
HERSTON,Qld,4006,153.03,-27.45
HERVEY BAY,Qld,4655,152.83,-25.29
HERVEY RANGE,Qld,4817,146.55,-19.32
HIBERNIA,Qld,4723,147.92,-23.09
HIDDEN VALLEY,Qld,4703,150.73,-23.15
HIDEAWAY BAY,Qld,4800,148.48,-20.07
HIGHBURY,Qld,4871,143.03,-16.18
HIGHFIELDS,Qld,4352,151.95,-27.46
HIGHGATE HILL,Qld,4101,153.02,-27.49
HIGHGROVE,Qld,4352,151.77,-27.12
HIGHLAND PARK,Qld,4211,153.33,-28.01
HIGHLAND PLAINS,Qld,4401,151.77,-27.26
HIGHLAND PLAINS,Qld,4454,151.77,-27.26
HIGHVALE,Qld,4520,152.81,-27.38
HIGHWORTH,Qld,4560,152.93,-26.62
HILLCREST,Qld,4118,153.03,-27.67
HILLVIEW,Qld,4285,153.01,-28.21
HINCHINBROOK,Qld,4849,146.23,-18.34
HIRSTGLEN,Qld,4359,152.1,-27.82
HIVESVILLE,Qld,4612,151.69,-26.18
HOBARTVILLE,Qld,4724,146.34,-23.52
HODGLEIGH,Qld,4610,151.94,-26.61
HODGSON,Qld,4455,148.62,-26.58
HODGSON VALE,Qld,4352,151.93,-27.66
HOLLAND PARK,Qld,4121,153.07,-27.52
HOLLAND PARK WEST,Qld,4121,153.07,-27.53
HOLLOWAYS BEACH,Qld,4878,145.74,-16.84
HOLLYWELL,Qld,4216,153.4,-27.9
HOLMVIEW,Qld,4207,153.17,-27.71
HOLROYD RIVER,Qld,4871,141.61,-14.19
HOME CREEK,Qld,4725,145.22,-23.92
HOME HILL,Qld,4806,147.41,-19.67
HOMEBUSH,Qld,4740,149.06,-21.25
HOOKSWOOD,Qld,4415,150.34,-26.5
HOPE ISLAND,Qld,4212,153.35,-27.87
HOPE VALE,Qld,4895,145.11,-15.29
HOPELAND,Qld,4413,150.67,-26.85
HORN,Qld,4875,142.25,-10.6
HORSE CAMP,Qld,4671,151.88,-25.09
HORSE CREEK,Qld,4714,150.39,-23.66
HORSESHOE BAY,Qld,4819,146.86,-19.12
HORSESHOE LAGOON,Qld,4809,147.14,-19.59
HORTON,Qld,4660,152.32,-25.23
HOWARD,Qld,4659,152.56,-25.32
HOWITT,Qld,4890,141.18,-17.46
HOYA,Qld,4310,152.69,-27.97
HUDSON,Qld,4860,146,-17.53
HUGHENDEN,Qld,4821,144.2,-20.84
HULL HEADS,Qld,4854,146.07,-18
HUMBOLDT,Qld,4702,148.82,-24.09
HUMEBURN,Qld,4490,145.2,-27.56
HUMPHERY,Qld,4625,151.48,-25.6
HUNCHY,Qld,4555,152.93,-26.69
HUNGERFORD,Qld,4493,144.41,-29
HURRICANE,Qld,4871,144.59,-16.61
HUTTON CREEK,Qld,4454,148.53,-25.62
HYDE PARK,Qld,4812,146.8,-19.28
IAMA ISLAND,Qld,4875,142.78,-9.9
IBIS,Qld,4726,144.98,-23.05
IDALIA,Qld,4811,146.81,-19.3
IDERAWAY,Qld,4625,151.62,-25.57
ILBILBIE,Qld,4738,149.36,-21.71
ILFRACOMBE,Qld,4727,144.51,-23.49
ILKLEY,Qld,4554,152.99,-26.72
ILLINBAH,Qld,4275,153.16,-28.14
IMAGE FLAT,Qld,4560,152.93,-26.6
IMBIL,Qld,4570,152.67,-26.46
INALA,Qld,4077,152.97,-27.6
INDOOROOPILLY,Qld,4068,152.97,-27.5
INGBERRY,Qld,4725,145.51,-23.17
INGHAM,Qld,4850,146.15,-18.65
INGLESTONE,Qld,4422,149.75,-27.61
INGLEWOOD,Qld,4387,151.08,-28.42
INGOLDSBY,Qld,4343,152.29,-27.76
INJINOO,Qld,4876,142.33,-10.91
INJUNE,Qld,4454,148.57,-25.84
INKERMAN,Qld,4806,147.46,-19.73
INNES PARK,Qld,4670,152.48,-24.87
INNISFAIL,Qld,4860,146.03,-17.52
INNISFAIL ESTATE,Qld,4860,146.04,-17.52
INNISPLAIN,Qld,4285,152.9,-28.17
INNOT HOT SPRINGS,Qld,4872,145.24,-17.67
INSKIP,Qld,4581,153.07,-25.83
INVERLAW,Qld,4610,151.75,-26.6
INVERNESS,Qld,4703,150.72,-23.12
IPSWICH,Qld,4305,152.76,-27.61
IREDALE,Qld,4344,152.09,-27.57
IRONBARK,Qld,4306,152.67,-27.57
IRONGATE,Qld,4356,151.54,-27.66
IRONPOT,Qld,4701,150.6,-23.27
IRONPOT,Qld,4610,150.6,-23.27
IRVINEBANK,Qld,4887,145.2,-17.43
IRVINGDALE,Qld,4404,151.51,-27.2
ISIS CENTRAL,Qld,4660,152.17,-25.2
ISIS RIVER,Qld,4660,152.36,-25.24
ISISFORD,Qld,4731,144.44,-24.26
ISLA,Qld,4719,150.09,-25.15
ISLAND PLANTATION,Qld,4650,152.72,-25.51
IVERAGH,Qld,4680,151.44,-24.12
IVORY CREEK,Qld,4313,152.34,-27.03
JACKSON,Qld,4426,149.62,-26.64
JACKSON NORTH,Qld,4426,149.77,-26.34
JACKSON SOUTH,Qld,4426,149.58,-26.78
JACOBS WELL,Qld,4208,153.36,-27.78
JAFFA,Qld,4855,146.01,-17.77
JAGGAN,Qld,4885,145.6,-17.4
JAMBOREE HEIGHTS,Qld,4074,152.93,-27.56
JANDOWAE,Qld,4410,151.11,-26.78
JAPOONVALE,Qld,4856,145.93,-17.73
JARDINE,Qld,4702,150.39,-23.05
JARDINE RIVER,Qld,4874,142.56,-11.07
JARRA CREEK,Qld,4854,145.87,-17.94
JARVISFIELD,Qld,4807,147.43,-19.59
JEEBROPILLY,Qld,4340,152.66,-27.65
JELLINBAH,Qld,4702,149.15,-23.28
JENSEN,Qld,4818,146.65,-19.24
JERICHO,Qld,4728,146.12,-23.6
JERONA,Qld,4809,147.24,-19.45
JIMBOOMBA,Qld,4280,153.03,-27.83
JIMBOUR EAST,Qld,4405,151.22,-26.96
JIMBOUR WEST,Qld,4406,151.22,-26.96
JIMNA,Qld,4515,152.47,-26.66
JINDALEE,Qld,4074,152.95,-27.53
JINGHI,Qld,4410,151.07,-26.65
JOBS GATE,Qld,4490,146.71,-28.78
JOHNSONS HILL,Qld,4714,150.41,-23.63
JOHNSTOWN,Qld,4615,152.13,-26.36
JOLLYS LOOKOUT,Qld,4520,152.81,-27.4
JONDARYAN,Qld,4403,151.59,-27.37
JONES GULLY,Qld,4355,152.01,-27.17
JONES HILL,Qld,4570,152.67,-26.23
JOSEPHVILLE,Qld,4285,152.94,-28.04
JOSKELEIGH,Qld,4702,150.78,-23.37
JOYNER,Qld,4500,152.95,-27.29
JUBILEE HEIGHTS,Qld,4860,146.04,-17.49
JUBILEE POCKET,Qld,4802,148.73,-20.28
JULAGO,Qld,4816,146.89,-19.36
JULATTEN,Qld,4871,145.34,-16.61
JULIA CREEK,Qld,4823,141.75,-20.66
JUNABEE,Qld,4370,152.14,-28.25
JUNCTION VIEW,Qld,4343,152.19,-27.8
JUNDAH,Qld,4736,143.06,-24.83
KABAN,Qld,4888,145.37,-17.51
KABRA,Qld,4702,150.4,-23.47
KAGARU,Qld,4285,152.92,-27.86
KAIMKILLENBUN,Qld,4406,151.43,-27.06
KAIRI,Qld,4872,145.54,-17.22
KALAPA,Qld,4702,150.26,-23.5
KALBAR,Qld,4309,152.62,-27.94
KALKADOON,Qld,4825,139.49,-20.66
KALKIE,Qld,4670,152.39,-24.85
KALLANGUR,Qld,4503,152.99,-27.25
KALPOWAR,Qld,4630,151.31,-24.7
KALUNGA,Qld,4887,145.38,-17.45
KAMERUNGA,Qld,4870,145.69,-16.88
KANDANGA,Qld,4570,152.69,-26.39
KANDANGA CREEK,Qld,4570,152.61,-26.4
KANGAROO POINT,Qld,4169,153.04,-27.48
KANIGAN,Qld,4570,152.59,-25.94
KANIMBLA,Qld,4870,145.72,-16.91
KAPALDO,Qld,4630,151.13,-25.04
KARALEE,Qld,4306,152.83,-27.56
KARANA DOWNS,Qld,4306,152.82,-27.55
KARARA,Qld,4352,151.57,-28.21
KARAWATHA,Qld,4117,153.09,-27.62
KARRABIN,Qld,4306,152.71,-27.6
KARRAGARRA ISLAND,Qld,4184,153.36,-27.64
KARRON,Qld,4871,141.9,-17.34
KARUMBA,Qld,4891,140.84,-17.49
KAWANA,Qld,4701,150.51,-23.33
KAWL KAWL,Qld,4612,151.73,-26.19
KAWUNGAN,Qld,4655,152.85,-25.3
KEARNEYS SPRING,Qld,4350,151.95,-27.59
KEDRON,Qld,4031,153.03,-27.41
KELSEY CREEK,Qld,4800,148.52,-20.43
KELSO,Qld,4815,146.73,-19.38
KELVIN GROVE,Qld,4059,153.01,-27.45
KELVINHAUGH,Qld,4401,151.77,-27.39
KEMMIS,Qld,4742,148.4,-21.67
KENILWORTH,Qld,4574,152.73,-26.6
KENMORE,Qld,4069,152.94,-27.51
KENMORE HILLS,Qld,4069,152.93,-27.51
KENNEDY,Qld,4816,145.96,-18.2
KENSINGTON,Qld,4670,152.31,-24.92
KENSINGTON GROVE,Qld,4341,152.46,-27.53
KENTS LAGOON,Qld,4309,152.62,-27.9
KENTS POCKET,Qld,4310,152.66,-27.99
KENTVILLE,Qld,4341,152.43,-27.48
KEPERRA,Qld,4054,152.96,-27.41
KEPNOCK,Qld,4670,152.37,-24.88
KEPPEL SANDS,Qld,4702,150.79,-23.33
KERIRI ISLAND,Qld,4875,142.21,-10.56
KERRY,Qld,4285,153.04,-28.11
KEWARRA BEACH,Qld,4879,145.68,-16.79
KEYSLAND,Qld,4612,151.73,-26.22
KHOLO,Qld,4306,152.76,-27.5
KHOSH BULDUK,Qld,4723,147.96,-23
KIA ORA,Qld,4570,152.77,-26.01
KIAMBA,Qld,4560,152.92,-26.57
KIANGA,Qld,4718,150.01,-24.7
KIDAMAN CREEK,Qld,4574,152.77,-26.63
KIELS MOUNTAIN,Qld,4559,153.01,-26.65
KILBIRNIE,Qld,4354,151.83,-27.22
KILCOY,Qld,4515,152.57,-26.94
KILCUMMIN,Qld,4721,147.59,-22.25
KILKIVAN,Qld,4600,152.24,-26.09
KILLALOE,Qld,4877,145.42,-16.49
KILLARNEY,Qld,4373,152.3,-28.33
KILMOREY FALLS,Qld,4465,148.24,-26.09
KIMBERLEY,Qld,4873,145.42,-16.26
KIN KIN,Qld,4571,152.88,-26.26
KIN KORA,Qld,4680,151.25,-23.88
KINBOMBI,Qld,4601,152.14,-26.16
KINCHANT DAM,Qld,4741,148.91,-21.22
KINCORA,Qld,4356,151.52,-27.79
KINDON,Qld,4390,150.77,-28.06
KING SCRUB,Qld,4521,152.83,-27.17
KINGAHAM,Qld,4515,152.37,-26.57
KINGAROY,Qld,4610,151.84,-26.54
KINGS BEACH,Qld,4551,153.14,-26.8
KINGS CREEK,Qld,4361,151.91,-27.9
KINGS SIDING,Qld,4400,151.79,-27.45
KINGSHOLME,Qld,4208,153.26,-27.8
KINGSTHORPE,Qld,4400,151.81,-27.48
KINGSTON,Qld,4114,153.12,-27.66
KINKA BEACH,Qld,4703,150.79,-23.22
KINKUNA,Qld,4670,152.39,-24.99
KINLEYMORE,Qld,4613,151.66,-26.18
KINNOUL,Qld,4420,149.54,-25.69
KIOMA,Qld,4498,149.79,-28.25
KIPPA-RING,Qld,4021,153.09,-27.23
KIRKNIE,Qld,4806,147.32,-19.83
KIRKWOOD,Qld,4680,151.24,-23.91
KIRRAMA,Qld,4872,145.62,-18.13
KIRWAN,Qld,4817,146.74,-19.3
KITOBA,Qld,4605,151.86,-26.06
KLEINTON,Qld,4352,151.95,-27.43
KNAPP CREEK,Qld,4285,152.8,-28.13
KOAH,Qld,4881,145.51,-16.82
KOBBLE CREEK,Qld,4520,152.84,-27.25
KOGAN,Qld,4406,150.76,-27.04
KOKOTUNGO,Qld,4702,150,-24.14
KOLONGA,Qld,4671,151.71,-24.76
KOOMBOOLOOMBA,Qld,4872,145.58,-17.84
KOONGAL,Qld,4701,150.55,-23.37
KOORALBYN,Qld,4285,152.85,-28.09
KOORALGIN,Qld,4402,151.94,-26.92
KOORINGAL,Qld,4025,153.42,-27.35
KOOROOMOOL,Qld,4854,145.67,-18.05
KOOROONGARRA,Qld,4357,151.26,-28.08
KOUMALA,Qld,4738,149.25,-21.61
KOWANYAMA,Qld,4871,141.74,-15.48
KOWGURAN,Qld,4415,150.08,-26.5
KRAGRA,Qld,4413,150.69,-26.16
KULANGOOR,Qld,4560,152.96,-26.58
KULGUN,Qld,4309,152.68,-27.93
KULLOGUM,Qld,4660,152.25,-25.33
KULPI,Qld,4352,151.7,-27.19
KULUIN,Qld,4558,153.06,-26.66
KUMBARILLA,Qld,4405,150.87,-27.32
KUMBIA,Qld,4610,151.65,-26.69
KUNDA PARK,Qld,4556,153.04,-26.66
KUNIOON,Qld,4615,151.88,-26.66
KUNWARARA,Qld,4702,150.13,-22.87
KURABY,Qld,4112,153.09,-27.6
KURANDA,Qld,4881,145.64,-16.82
KUREELPA,Qld,4560,152.9,-26.62
KUREEN,Qld,4885,145.59,-17.34
KURIDALA,Qld,4824,139.99,-21.37
KURRIMINE BEACH,Qld,4871,146.11,-17.78
KURROWAH,Qld,4352,151.22,-27.73
KURUMBUL,Qld,4388,150.46,-28.64
KURWONGBAH,Qld,4503,152.98,-27.23
KUTTABUL,Qld,4741,148.91,-21.04
KYBONG,Qld,4570,152.72,-26.31
KYNUNA,Qld,4823,141.92,-21.58
KYOOMBA,Qld,4380,152,-28.69
LABRADOR,Qld,4215,153.4,-27.95
LACEYS CREEK,Qld,4521,152.78,-27.18
LAGLAN,Qld,4721,146.67,-22.5
LAGOON POCKET,Qld,4570,152.68,-26.28
LAGUNA QUAYS,Qld,4800,148.66,-20.61
LAIDLEY,Qld,4341,152.39,-27.64
LAIDLEY CREEK WEST,Qld,4341,152.35,-27.68
LAIDLEY HEIGHTS,Qld,4341,152.36,-27.62
LAIDLEY NORTH,Qld,4341,152.39,-27.6
LAIDLEY SOUTH,Qld,4341,152.38,-27.68
LAKE BARRINE,Qld,4884,145.64,-17.25
LAKE BORUMBA,Qld,4570,152.51,-26.5
LAKE CLARENDON,Qld,4343,152.35,-27.51
LAKE EACHAM,Qld,4884,145.63,-17.28
LAKE MACDONALD,Qld,4563,152.93,-26.38
LAKE MANCHESTER,Qld,4306,152.77,-27.44
LAKE MARY,Qld,4703,150.6,-23.1
LAKE MONDURAN,Qld,4671,151.73,-24.76
LAKE PROSERPINE,Qld,4800,148.34,-20.37
LAKE TINAROO,Qld,4872,145.57,-17.19
LAKE WIVENHOE,Qld,4312,152.51,-27.28
LAKEFIELD,Qld,4871,144.19,-14.93
LAKELAND,Qld,4871,144.86,-15.86
LAKES CREEK,Qld,4701,150.56,-23.38
LAKESIDE,Qld,4621,152.14,-25.56
LAMB ISLAND,Qld,4184,153.37,-27.63
LAMB RANGE,Qld,4870,145.71,-17.12
LAMINGTON,Qld,4285,153,-28.24
LAMMERMOOR,Qld,4703,150.76,-23.16
LANDERS SHOOT,Qld,4555,152.93,-26.71
LANDSBOROUGH,Qld,4550,152.96,-26.81
LANEFIELD,Qld,4340,152.56,-27.65
LANGLANDS,Qld,4413,150.99,-26.69
LANGLEY,Qld,4630,151.26,-25.12
LANGLO,Qld,4470,145.79,-26.15
LANGSHAW,Qld,4570,152.58,-26.27
LANNERCOST,Qld,4850,146.02,-18.55
LANSDOWNE,Qld,4478,146.18,-25.17
LANSKEY,Qld,4825,139.5,-20.68
LARAPINTA,Qld,4110,153,-27.66
LARAVALE,Qld,4285,152.94,-28.08
LARK HILL,Qld,4306,152.6,-27.53
LAURA,Qld,4871,144.44,-15.56
LAVELLE,Qld,4357,151.28,-28.01
LAWES,Qld,4343,152.33,-27.57
LAWGI DAWES,Qld,4716,150.74,-24.64
LAWN HILL,Qld,4825,138.59,-18.59
LAWNTON,Qld,4501,152.98,-27.28
LEAFDALE,Qld,4606,151.78,-26.23
LEFTHAND BRANCH,Qld,4343,152.29,-27.82
LEICHHARDT,Qld,4305,152.74,-27.63
LEMONTREE,Qld,4357,151.31,-27.78
LESLIE,Qld,4370,151.92,-28.17
LESLIE DAM,Qld,4370,151.92,-28.24
